,abstract,web_url,snippet,lead_paragraph,source,headline,pub_date,meta.article_type,meta.arguments
231,Oil and gas companies say charging them a 25 percent tax on profits could deter future investment at a critical time for Britain.,https://www.nytimes.com/2022/07/11/business/oil-windfall-tax-britain.html,,"With Britain engulfed in a political crisis and Boris Johnson’s administration winding down, oil industry executives are urging the government to make changes to a windfall tax measure aimed at curbing the ballooning profits of oil and gas companies.",The New York Times,Oil companies oppose a windfall tax in Britain despite record profits.,2022-07-11 13:19:23+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
232,Some poorer countries are paying more and waiting longer for the company’s vaccine than the wealthy — if they have access at all.,https://www.nytimes.com/2021/10/09/business/moderna-covid-vaccine.html,,"Moderna, whose coronavirus vaccine appears to be the world’s best defense against Covid-19, has been supplying its shots almost exclusively to wealthy nations, keeping poorer countries waiting and earning billions in profit.",The New York Times,"Moderna, Racing for Profits, Keeps Covid Vaccine Out of Reach of Poor",2021-10-09 14:20:05+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
233,The high volume of orders during the pandemic has let Amazon operate more efficiently.,https://www.nytimes.com/2021/04/29/technology/amazons-profits-triple.html,,"With the pandemic shifting sales online and consumers flush with stimulus checks, Amazon on Thursday reported $108.5 billion in sales in the first three months of the year, up 44 percent from a year earlier. It also posted $8.1 billion in profit, an increase of 220 percent from the same period last year.",The New York Times,Amazon’s profit soars 220 percent as pandemic drives shopping online.,2021-04-29 20:49:40+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
234,The company blamed the decline on pandemic lockdowns and an increase in research and development to counter restrictions on access to U.S. technology.,https://www.nytimes.com/2023/03/31/business/huawei-annual-earnings-2022.html,,"The Chinese telecommunications giant Huawei Technologies reported a nearly 70 percent plunge in annual profit on Friday, a setback that encapsulated the economic scars brought on by escalating U.S. sanctions, higher commodity prices and lingering pandemic restrictions.",The New York Times,"Huawei, Pummeled by U.S. Sanctions, Reports Plunge in Profit",2023-03-31 15:15:11+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
235,"Advertising revenue, which continues to be the bulk of Facebook’s income, rose 56 percent to $28.6 billion, easily surpassing Wall Street expectations.",https://www.nytimes.com/2021/07/28/business/facebook-q2-earnings.html,,"Facebook said on Wednesday that revenue rose 56 percent to $29 billion in the three months ending in June compared with the same period last year, while profits rose 101 percent to to $10.4 billion, as the social network continues to benefit from a surge of users spending more time online during the pandemic.",The New York Times,Facebook’s profit surges 101 percent on strong ad sales.,2021-07-28 20:22:49+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
236,"The toymaker was able to raise prices to offset higher costs, but its revenue took a hit overseas because of a strong dollar.",https://www.nytimes.com/2022/07/19/business/hasbro-2q-earnings.html,,"Despite higher prices, people continued to spend on Nerf blasters, Power Rangers action figures and Magic the Gathering cards, helping Hasbro overcome rising costs for materials and freight, the company said on Tuesday.",The New York Times,"Hasbro reports rising sales on strong demand, despite higher prices.",2022-07-19 18:36:24+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
237,The automaker made more money on trucks and sport utility vehicles but reported bigger losses on electric vehicles.,https://www.nytimes.com/2023/07/27/business/ford-motor-second-quarter-earnings.html,,"Ford Motor earned $1.9 billion from April to June, up from $667 million a year earlier, the company said on Thursday. Robust sales of gasoline-powered trucks and sport-utility vehicles more than offset a substantial loss on electric models.",The New York Times,Ford’s Profit Jumped in Second Quarter,2023-07-27 21:10:32+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
238,"A tax benefit boosted quarterly earnings, but that masked a decline in earnings from carmaking caused by intensifying competition.",https://www.nytimes.com/2024/01/24/business/teslas-electric-vehicles-profit-price-cuts.html,,"Tesla’s profit from sales of electric cars slumped in the last three months of last year because of price cuts intended to thwart increasingly intense competition, the company said on Wednesday as it warned of a tough year ahead.",The New York Times,Tesla Profit From Car Sales Falls as Price Cuts Hurt,2024-01-24 21:21:45+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
239,The company indicated the reduced growth and tight margins would continue in the first three months of this year.,https://www.nytimes.com/2023/02/02/business/amazon-earnings.html,,"Amazon on Thursday reported almost no profit in the latest quarter, with unexpected weakness in its big cloud computing businesses helping to slow overall sales growth to one of its lowest levels in decades.",The New York Times,Amazon Reports Almost No Profit and Slowing Growth,2023-02-02 21:52:02+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
240,The new economic stimulus package makes a tiny change that military veterans pushed for in hopes of stemming aggressive recruiting tactics.,https://www.nytimes.com/2021/03/11/business/veterans-for-profit-schools-gi-bill.html,,Military veterans have long been prized recruits at for-profit schools. The $1.9 trillion stimulus bill signed by President Biden on Thursday may change that.,The New York Times,Congress Closes Loophole That Made Veterans a Target of For-Profit Schools,2021-03-11 23:25:00+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
241,"Businesses face headwinds as demand weakens, the Federal Reserve raises rates and government stimulus programs end.",https://www.nytimes.com/2022/05/31/business/stock-market-company-profits.html,,"The profits engine that drove stocks to their highs, making many Americans feel richer than they had in a generation, may now be working in reverse.",The New York Times,"After a Bumper 2021, Companies Might Struggle to Increase Profits",2022-05-31 07:00:13+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
242,The earnings by the parent company of Google were above analysts’ estimates.,https://www.nytimes.com/2022/02/01/technology/google-alphabet-earnings.html,,"These days, there is so much uncertainty surrounding Google’s parent company, Alphabet: a global pandemic, fears of inflation gripping the U.S. economy, restive employees challenging management, and regulators and politicians seemingly bent on taking their pound of flesh.",The New York Times,"Alphabet’s profit increased 36 percent, to $20.64 billion, in the fourth quarter.",2022-02-01 21:16:06+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
243,,https://www.nytimes.com/2021/04/30/business/catch-up-amazons-profit-grows-220-percent-as-pandemic-benefits-big-tech.html,,,The New York Times,Catch up: Amazon’s profit grows 220 percent as pandemic benefits Big Tech.,2021-04-30 04:01:27+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
244,"The country’s trade with Russia this year has exceeded $200 billion, and makers of cars and trucks are the big winners.",https://www.nytimes.com/2023/12/21/business/china-russia-trade.html,,"On China’s snowy border with Russia, a dealership that sells trucks has seen its sales double in the past year thanks to Russian customers. China’s exports to its neighbor are so strong that Chinese construction workers built warehouses and 20-story office towers at the border this summer.",The New York Times,War in Ukraine Has China Cashing In,2023-12-21 05:00:24+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
245,"The giant oil producer will spend as much as $50 billion this year on capital investments, including shale drilling.",https://www.nytimes.com/2022/03/21/business/saudi-aramco-oil-production.html,,"Saudi Aramco, the world’s largest oil company, says it plans to use its enormous profits from last year to double down on boosting oil output capacity and move into shale drilling, which has transformed the oil industry in the United States.",The New York Times,Saudi Aramco will use big jump in profits to invest in more oil production.,2022-03-21 12:42:41+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
246,The energy giant is thriving because of soaring oil and gas prices and a tight market for refined products.,https://www.nytimes.com/2022/07/28/business/shell-profit-record.html,,"Shell reported record earnings for the second consecutive quarter on Thursday, as the energy giant continues to prosper from high oil and gas prices spurred by the war in Ukraine and other factors.",The New York Times,"Shell reports record profit, again, with $11.5 billion in latest quarter.",2022-07-28 10:03:25+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
